Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AMZN,CAT,DE,EXC,GOOGL,JNJ,JPM,META,PFE,PG,AMZN,CAT,DE,EXC,GOOGL,JNJ,JPM,META,PFE,PG,AMZN,CAT,DE,EXC,GOOGL,JNJ,JPM,META,PFE,PG,AMZN,CAT,DE,EXC,GOOGL,JNJ,JPM,META,PFE,PG,AMZN,CAT,DE,EXC,GOOGL,JNJ,JPM,META,PFE,PG
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,59.45050048828125,131.85165405273438,140.7318115234375,21.364797592163086,53.29292678833008,112.06002044677734,86.73035430908203,180.30844116210938,24.229597091674805,73.34204864501953,59.5,133.82473228139932,140.77634680791454,21.418763131209683,53.43047827971665,112.63951735110525,86.78659422112707,180.4674644847108,24.282790290763668,74.37765516632727,58.5255012512207,131.00365703284243,139.43146819437678,21.186712467775873,52.29034322671398,111.64954859001153,85.81444366738232,176.46215743414217,24.096612757238592,73.26114304292395,58.599998474121094,132.90956527804596,139.5383420049131,21.33781482263979,52.29034322671398,112.4061146751685,86.47325669263458,176.59135061411942,24.18970152400113,74.36956275430718,53890000,5108400,1897600,7224506,31766000,6842100,13578800,18151900,17059833,7558900
2018-01-03,60.209999084472656,132.0531463623047,141.37307739257812,21.07877540588379,54.20216369628906,113.13047790527344,86.81871795654297,183.53854370117188,24.40912628173828,73.2530517578125,60.27450180053711,132.22946914675668,141.70262761576834,21.521288052285044,54.429595175331535,113.22705662745264,87.16419339666632,183.64787034886965,24.44901917675566,73.69803566253464,59.415000915527344,130.47468399023754,140.40227073484505,20.922275975022842,53.30386031030047,111.79441493657103,86.35273281728679,180.2190111842393,24.089964407602135,73.23686693352333,59.415000915527344,131.85163643883996,140.62493356039448,21.246066209051996,53.32868679132137,112.16465384012348,86.65803427123942,180.7656444227282,24.236246376283667,73.40677672505022,62176000,4146100,1392300,6750350,31318000,5350500,11901000,16886600,14183151,5863600
2018-01-04,60.47949981689453,133.86668395996094,142.18353271484375,20.781965255737305,54.41271209716797,113.12245178222656,88.06246948242188,183.20062255859375,24.462326049804688,73.77084350585938,60.79349899291992,133.98422820081444,142.59323817650903,21.121945414220768,54.82586294959634,113.59731361670225,88.86200777968773,185.0691087600973,24.54876335231159,74.24819081191207,60.233001708984375,131.83484047585824,140.14394779527157,20.771172440987723,54.33822886202564,112.85684797282796,87.3840686835126,182.97203600159045,24.33599049471171,73.30967484886742,60.25,132.56529305749345,141.7916440794047,21.03020432422544,54.47875819270389,113.04196131351623,87.5132902305896,183.76712231556704,24.409132835404716,73.48767085203991,60442000,4865800,1747000,6630619,26052000,4837600,12953700,13880900,13046517,6322500
2018-01-05,61.457000732421875,135.98251342773438,142.78919982910156,20.609275817871094,55.13423538208008,114.05607604980469,87.49713134765625,185.7052001953125,24.508865356445312,73.81938934326172,61.457000732421875,136.05807484856885,142.92279206637573,20.954651636787407,55.297609768864895,114.14461064429607,88.47435231824397,185.7548817195156,24.52216298892636,73.86793763829057,60.5,134.0346225038017,139.46706123279742,20.54451749105366,54.71264361524069,112.90512632141677,87.04486827220046,183.79695044241944,24.342634256718938,73.27731506826564,60.8754997253418,134.55517381803463,142.32605742278758,20.89529043848913,54.794578959789895,113.2351200173501,88.24014289370514,184.45291034714515,24.482267418054896,73.84366040442553,70894000,3945400,1574400,10013224,30250000,6158800,14155000,13574500,13167517,5949700
2018-01-08,62.34349822998047,139.3997039794922,143.4927978515625,20.830541610717773,55.328887939453125,114.20094299316406,87.6263427734375,187.1264190673828,24.236249923706055,74.20773315429688,62.65399932861328,139.73554106419664,143.55513636101483,20.976248273272088,55.57469395519942,114.2894775867648,87.7717139111394,187.74261551347774,24.468971879178046,74.24818285896644,61.60150146484375,136.47788034619987,141.52445296023262,20.63087085377589,55.11983102363961,113.42023219899023,86.98024745884648,185.18836962781054,24.156461448564624,73.56856856259525,61.79999923706055,137.7876629124563,142.54870986930058,20.657853622511247,55.16948777135291,114.04801848775188,87.34367838391202,186.05303433962754,24.415778671274243,73.56856856259525,85590000,5929200,2711800,15116925,24644000,5129800,12466500,17994700,19964341,4860700
2018-01-09,62.6349983215332,139.7355194091797,147.49185180664062,20.593088150024414,55.25837707519531,116.01184844970703,88.070556640625,186.7189178466797,24.209653854370117,73.66566467285156,62.96649932861328,140.5583419185097,147.83029003881975,20.86830998708651,55.5389432030721,117.2513202721083,88.53896939403226,187.64322763347388,24.36258465620532,74.15110437540382,62.0880012512207,138.61045125727324,143.857993091318,20.366434702669437,55.030449299116086,114.49871647750572,87.61828733986802,185.95364654672056,24.17640709799604,73.63330120298798,62.845001220703125,139.65156655669566,144.29440350418938,20.803551653116134,55.5389432030721,114.58725105632853,87.80404179293978,187.54383426618895,24.229600304137485,74.00547184736807,73226000,4522900,4345200,10745349,26808000,8897000,13292300,12393100,16876226,6630100
2018-01-10,62.71649932861328,139.26536560058594,146.9040069580078,20.479768753051758,55.12678146362305,115.87500762939453,89.03968048095703,186.68910217285156,24.24954605102539,73.19641876220703,62.71649932861328,140.6591138595079,150.0212860700636,20.69023233143752,55.25787724388253,116.02793208699596,89.40310528357735,186.73879885630856,24.342634827431826,73.55241083165552,61.86149978637695,138.11511012049542,146.15586323277645,20.409613264867726,54.82089257253988,115.35185664602595,88.3451300994683,184.49265131785873,24.14315964182614,72.82424804082997,62.25749969482422,139.29055274165626,148.50718179083105,20.517544341125262,54.97085541593529,115.53696990890953,88.40974087021661,185.79462253181987,24.163106091015358,73.55241083165552,53720000,5478600,5473700,6890550,20734000,6558600,15834500,10529900,18755825,6564700
2018-01-11,63.83399963378906,142.0612030029297,149.1484832763672,20.728002548217773,55.22163009643555,116.53498840332031,89.51615142822266,186.6195526123047,24.30939292907715,72.9375228881836,63.8385009765625,142.33827426745896,149.22863863740065,20.906087623428594,55.36067050615808,116.6235229737056,89.58884006978556,187.2456823407519,24.402479040416797,73.23687426779098,62.823001861572266,139.07221042028783,145.86197757138288,20.533727527147025,54.94503818383028,115.64965498058407,88.8781402322175,186.23194271743748,24.21630414430887,72.75143442643369,62.98699951171875,140.13010840283303,147.07326396906862,20.625470072659017,55.23454153284793,116.00379326212526,89.37885819169603,187.2456823407519,24.36258613845493,73.13979000314102,62500000,4199000,1958200,10419524,22424000,4962200,13676800,9588600,15102555,5469700
